Date,Time,Transaction,Item
01-12-2016,14:54:33,2266,Cake
01-12-2016,14:57:02,2267,Coffee
01-12-2016,15:07:05,2267,Bread
01-12-2016,15:25:36,2267,Tea
01-12-2016,15:41:58,2267,Coffee
01-12-2016,16:04:30,2268,Hot chocolate
01-12-2016,16:04:30,2268,Coffee
01-12-2016,16:04:30,2269,Cake
01-12-2016,16:26:13,2270,Tea
01-12-2016,16:26:13,2270,Bread
01-12-2016,17:30:41,2270,Cake
01-12-2016,17:35:58,2271,Medialuna
02-12-2016,08:17:26,2272,Coffee
02-12-2016,08:17:26,2273,Pastry
02-12-2016,08:28:14,2274,Coffee
02-12-2016,08:31:42,2274,Coffee
02-12-2016,08:36:55,2275,Bread
02-12-2016,08:54:09,2275,Coffee
02-12-2016,08:54:09,2275,Cake
02-12-2016,08:59:08,2275,Bread
02-12-2016,09:08:59,2276,Coffee
02-12-2016,09:10:00,2276,Coffee
02-12-2016,09:11:28,2277,Tea
02-12-2016,09:16:46,2277,Keeping It Local
02-12-2016,09:16:46,2278,Coffee
02-12-2016,09:19:46,2278,Sandwich
02-12-2016,09:19:46,2279,Tea
02-12-2016,09:20:31,2280,Coffee
02-12-2016,09:22:48,2280,Coffee
02-12-2016,09:22:48,2281,Coffee
02-12-2016,09:24:14,2281,Coffee
02-12-2016,09:30:19,2281,Bread
02-12-2016,09:42:36,2282,Tea
02-12-2016,09:42:36,2283,Bread
02-12-2016,09:43:03,2284,Pastry
02-12-2016,09:43:03,2284,Coffee
02-12-2016,09:59:58,2285,Coffee
02-12-2016,09:59:58,2286,Bread
02-12-2016,09:59:58,2287,Pastry
02-12-2016,10:18:44,2287,Coffee
02-12-2016,10:18:44,2288,Medialuna
02-12-2016,10:25:04,2289,Tea
02-12-2016,10:25:04,2289,Coffee
02-12-2016,10:35:22,2290,Bread
02-12-2016,10:36:35,2291,Coffee
02-12-2016,10:38:59,2291,Coffee
02-12-2016,10:38:59,2292,Coffee
02-12-2016,10:38:59,2293,Medialuna
02-12-2016,10:38:59,2294,Pastry
02-12-2016,10:38:59,2294,Cookies
02-12-2016,10:41:47,2295,Bread
02-12-2016,10:41:47,2295,Cake
02-12-2016,11:00:14,2296,Bread
02-12-2016,11:00:14,2296,Coffee
02-12-2016,11:04:33,2297,Bread
02-12-2016,11:14:50,2297,NONE
02-12-2016,11:14:50,2297,Coffee
02-12-2016,11:22:47,2297,Toast
02-12-2016,11:25:58,2298,Hot chocolate
02-12-2016,11:25:58,2299,Hot chocolate
02-12-2016,11:32:37,2300,Fudge
02-12-2016,11:32:37,2301,Scandinavian
02-12-2016,12:05:55,2301,Medialuna
02-12-2016,12:05:55,2302,Coffee
02-12-2016,12:24:09,2303,Coffee
02-12-2016,12:24:09,2303,Pastry
02-12-2016,12:37:46,2303,Coffee
02-12-2016,12:37:46,2304,Medialuna
02-12-2016,12:37:46,2304,Cake
02-12-2016,12:52:32,2304,Sandwich
02-12-2016,12:52:32,2304,Farm House
02-12-2016,12:52:32,2305,Fudge
02-12-2016,12:59:29,2305,Sandwich
02-12-2016,12:59:29,2305,Scone
02-12-2016,13:01:00,2307,Sandwich
02-12-2016,13:01:00,2307,Bread
02-12-2016,13:02:08,2307,Sandwich
02-12-2016,13:02:55,2307,NONE
02-12-2016,13:05:09,2307,NONE
02-12-2016,13:06:05,2308,NONE
02-12-2016,13:06:05,2308,Coffee
02-12-2016,13:18:20,2308,Sandwich
02-12-2016,13:18:20,2309,Sandwich
02-12-2016,13:18:20,2309,Bread
02-12-2016,13:21:28,2309,Sandwich
02-12-2016,13:21:28,2310,Coke
02-12-2016,13:22:16,2311,Sandwich
02-12-2016,13:22:16,2311,Coke
02-12-2016,13:24:26,2312,Sandwich
02-12-2016,13:35:49,2313,Sandwich
02-12-2016,13:35:49,2313,Scone
02-12-2016,13:37:59,2314,Hot chocolate
02-12-2016,13:37:59,2315,NONE
02-12-2016,13:40:42,2316,Coffee
02-12-2016,13:40:42,2316,Muffin
02-12-2016,13:57:23,2317,Bread
02-12-2016,14:01:58,2317,Bread
02-12-2016,14:05:12,2318,Bread
02-12-2016,14:08:33,2319,Coffee
02-12-2016,14:08:33,2320,Alfajores
02-12-2016,14:30:37,2320,Bread
02-12-2016,14:30:37,2321,Sandwich
02-12-2016,14:45:29,2321,Bread
02-12-2016,14:45:29,2321,Scone
02-12-2016,14:47:03,2322,Coffee
02-12-2016,14:47:03,2322,Medialuna
02-12-2016,14:48:29,2323,Cake
02-12-2016,15:26:21,2323,Truffles
02-12-2016,15:26:21,2323,NONE
02-12-2016,15:33:04,2324,Cake
02-12-2016,15:33:04,2325,Coffee
02-12-2016,15:42:05,2325,Scone
02-12-2016,15:52:51,2326,Scone
02-12-2016,15:52:51,2327,Hot chocolate
02-12-2016,15:52:51,2328,Mineral water
02-12-2016,15:52:51,2328,Cookies
02-12-2016,15:55:18,2329,Coffee
02-12-2016,15:55:18,2329,Tea
02-12-2016,15:55:18,2330,Scone
02-12-2016,15:55:39,2330,Bread
02-12-2016,16:51:43,2331,Coffee
02-12-2016,16:51:43,2331,NONE
02-12-2016,18:09:38,2332,Bread
03-12-2016,08:30:02,2332,Jam
03-12-2016,08:30:02,2333,Bread
03-12-2016,08:30:02,2334,Scandinavian
03-12-2016,09:14:38,2335,Bread
03-12-2016,09:14:38,2335,Bread
03-12-2016,09:14:38,2336,Scandinavian
03-12-2016,09:33:13,2337,Coffee
03-12-2016,09:33:13,2338,Medialuna
03-12-2016,09:35:23,2339,Pastry
03-12-2016,09:35:23,2339,Bread
03-12-2016,09:39:27,2339,Bread
03-12-2016,09:43:05,2339,Farm House
03-12-2016,09:45:51,2339,Scone
03-12-2016,09:45:51,2340,Hot chocolate
03-12-2016,09:45:51,2340,NONE
03-12-2016,09:45:51,2340,Coffee
03-12-2016,09:45:51,2340,Coffee
03-12-2016,09:54:59,2340,Farm House
03-12-2016,09:54:59,2340,Pastry
03-12-2016,09:54:59,2341,Medialuna
03-12-2016,09:54:59,2342,NONE
03-12-2016,09:54:59,2342,Hot chocolate
03-12-2016,09:54:59,2343,Coffee
03-12-2016,09:57:25,2343,Bread
03-12-2016,10:01:51,2343,Bread
03-12-2016,10:01:51,2344,Bread
03-12-2016,10:01:51,2344,Coffee
03-12-2016,10:03:48,2345,Coffee
03-12-2016,10:03:48,2346,Scandinavian
03-12-2016,10:06:01,2346,Bread
03-12-2016,10:07:11,2346,Coffee
03-12-2016,10:07:11,2346,Medialuna
03-12-2016,10:07:11,2346,Pastry
03-12-2016,10:08:42,2347,Bread
03-12-2016,10:08:42,2347,Scandinavian
03-12-2016,10:10:27,2347,Coffee
03-12-2016,10:10:27,2348,Scone
03-12-2016,10:12:03,2348,Coffee
03-12-2016,10:18:56,2348,Bread
03-12-2016,10:38:35,2349,Bread
03-12-2016,10:38:35,2350,Pastry
03-12-2016,10:45:49,2351,Coffee
03-12-2016,10:45:49,2351,Bread
03-12-2016,10:49:34,2352,Bread
03-12-2016,10:53:37,2352,Bread
03-12-2016,10:58:48,2352,Coffee
03-12-2016,11:03:15,2352,Coffee
03-12-2016,11:03:15,2353,Scone
03-12-2016,11:04:20,2354,Cake
03-12-2016,11:05:06,2355,Coffee
03-12-2016,11:08:53,2355,Bread
03-12-2016,11:08:53,2355,Fudge
03-12-2016,11:16:59,2355,Medialuna
03-12-2016,11:16:59,2355,Bread
03-12-2016,11:16:59,2355,Farm House
03-12-2016,11:18:34,2355,Muffin
03-12-2016,11:18:34,2356,Scone
03-12-2016,11:20:05,2356,Coffee
03-12-2016,11:20:05,2356,NONE
03-12-2016,11:21:47,2357,Coffee
03-12-2016,11:21:47,2358,Alfajores
03-12-2016,11:21:47,2358,Scone
03-12-2016,11:22:33,2358,Coffee
03-12-2016,11:23:10,2359,Tea
03-12-2016,11:23:10,2359,Scone
03-12-2016,11:27:40,2360,Juice
03-12-2016,11:27:40,2360,Tea
03-12-2016,11:27:40,2361,Cake
03-12-2016,11:30:42,2361,Coffee
03-12-2016,11:30:42,2361,Tartine
03-12-2016,11:30:42,2362,NONE
03-12-2016,11:30:42,2362,Fudge
03-12-2016,11:30:42,2363,Jam
03-12-2016,11:31:42,2363,Bread
03-12-2016,11:38:50,2364,Coffee
03-12-2016,11:38:50,2364,Medialuna
03-12-2016,11:41:44,2365,NONE
03-12-2016,11:41:44,2366,Tea
03-12-2016,11:41:44,2366,Bread
03-12-2016,11:41:44,2367,Bread
03-12-2016,11:45:39,2367,NONE
03-12-2016,11:45:39,2367,Coke
03-12-2016,11:50:58,2368,Coffee
03-12-2016,11:50:58,2369,Medialuna
03-12-2016,11:58:05,2369,Bread
03-12-2016,12:24:36,2369,Truffles
03-12-2016,12:24:36,2370,Bread
03-12-2016,12:34:55,2371,Coffee
03-12-2016,12:34:55,2371,Bread
03-12-2016,12:34:55,2371,Tea
03-12-2016,12:34:55,2371,Pastry
03-12-2016,12:34:55,2372,NONE
03-12-2016,12:34:55,2372,Cake
03-12-2016,12:43:56,2373,Sandwich
03-12-2016,12:45:38,2373,Hot chocolate
03-12-2016,12:47:27,2373,Coffee
03-12-2016,12:47:27,2373,Sandwich
03-12-2016,12:47:27,2374,Sandwich
03-12-2016,12:48:25,2374,NONE
03-12-2016,12:50:18,2374,NONE
03-12-2016,12:50:18,2375,Sandwich
03-12-2016,12:50:18,2375,Tea
03-12-2016,12:50:18,2376,Coffee
03-12-2016,12:55:50,2376,Coffee
03-12-2016,12:55:50,2377,Scone
03-12-2016,12:56:54,2377,Cake
03-12-2016,13:10:18,2378,Bread
03-12-2016,13:10:18,2378,Cookies
03-12-2016,13:17:24,2379,Coffee
03-12-2016,13:17:24,2380,Sandwich
03-12-2016,13:18:39,2381,Cake
03-12-2016,13:18:39,2382,Scone
03-12-2016,13:18:39,2383,Coffee
03-12-2016,13:21:46,2383,Mineral water
03-12-2016,13:21:46,2384,Bread
03-12-2016,13:26:21,2385,Coffee
03-12-2016,13:26:21,2385,Bread
03-12-2016,13:28:12,2385,Muffin
03-12-2016,13:28:12,2385,Cake
03-12-2016,13:28:12,2386,Scone
03-12-2016,13:38:21,2386,Tea
03-12-2016,13:38:21,2387,Scone
03-12-2016,13:45:20,2388,Muffin
03-12-2016,13:45:20,2389,Pastry
03-12-2016,13:53:32,2390,Muffin
03-12-2016,13:53:32,2391,Cake
03-12-2016,13:53:32,2391,Coffee
03-12-2016,13:53:32,2391,Coffee
03-12-2016,14:03:00,2392,Cake
03-12-2016,14:05:50,2392,Tea
03-12-2016,14:05:50,2392,Bread
03-12-2016,14:05:50,2392,Scone
03-12-2016,14:05:50,2393,Cake
03-12-2016,14:07:07,2394,Coffee
03-12-2016,14:07:07,2395,Medialuna
03-12-2016,14:12:03,2396,Jam
03-12-2016,14:12:03,2396,Fudge
03-12-2016,14:13:40,2397,Scone
03-12-2016,14:13:40,2397,Pastry
03-12-2016,14:21:31,2397,Fudge
03-12-2016,14:21:31,2398,Hot chocolate
03-12-2016,14:28:06,2398,Cake
03-12-2016,14:28:06,2399,Sandwich
03-12-2016,14:28:06,2400,Sandwich
03-12-2016,14:28:06,2400,Juice
03-12-2016,14:28:06,2401,Coffee
03-12-2016,14:28:06,2402,Coffee
03-12-2016,14:28:06,2402,Sandwich
03-12-2016,14:29:01,2403,Bread
03-12-2016,14:34:31,2404,Juice
03-12-2016,14:34:31,2404,Coffee
03-12-2016,14:34:31,2406,Coffee
03-12-2016,14:37:36,2407,Scone
03-12-2016,14:37:36,2407,Bread
03-12-2016,14:37:36,2407,Coffee
03-12-2016,14:37:36,2408,Hot chocolate
03-12-2016,14:41:34,2408,Coffee
03-12-2016,14:41:34,2409,Scone
03-12-2016,14:41:34,2410,Muffin
03-12-2016,14:41:34,2412,Hot chocolate
03-12-2016,14:47:21,2413,Bread
03-12-2016,14:50:38,2414,Medialuna
03-12-2016,14:55:47,2414,Cake
03-12-2016,14:55:47,2414,Alfajores
03-12-2016,14:57:53,2415,Hot chocolate
03-12-2016,15:17:19,2415,Coffee
03-12-2016,15:17:19,2416,Coffee
03-12-2016,15:25:53,2417,Coffee
03-12-2016,15:37:11,2418,Coffee
03-12-2016,15:37:11,2418,Tea
03-12-2016,15:39:35,2419,Jam
03-12-2016,15:39:35,2420,Cake
03-12-2016,15:39:35,2421,Bread
03-12-2016,15:39:35,2422,Coffee
03-12-2016,15:42:03,2422,Coffee
03-12-2016,15:43:10,2423,Tea
03-12-2016,15:43:10,2424,Scone
03-12-2016,15:45:44,2425,Bread
03-12-2016,15:46:28,2426,Bread
03-12-2016,15:48:43,2427,Smoothies
03-12-2016,15:48:43,2427,Muffin
03-12-2016,15:48:43,2428,Hot chocolate
03-12-2016,15:48:43,2428,Toast
03-12-2016,15:50:17,2429,Alfajores
03-12-2016,15:50:17,2430,Muffin
03-12-2016,15:50:17,2430,Medialuna
03-12-2016,16:03:05,2431,Bread
03-12-2016,16:03:05,2432,Coffee
03-12-2016,16:03:05,2433,Scone
03-12-2016,16:08:31,2433,Tea
03-12-2016,16:08:31,2434,Juice
03-12-2016,16:13:03,2434,Coffee
03-12-2016,16:13:03,2435,Coffee
03-12-2016,16:13:03,2435,Bread
03-12-2016,16:16:00,2435,Pastry
03-12-2016,16:22:47,2436,Bread
03-12-2016,16:22:47,2436,Tea
03-12-2016,16:22:47,2437,Pastry
03-12-2016,16:37:59,2437,Coffee
03-12-2016,16:37:59,2438,Medialuna
04-12-2016,09:23:12,2439,Coffee
04-12-2016,09:23:12,2440,Medialuna
04-12-2016,09:25:28,2440,Bread
04-12-2016,10:13:39,2440,Pastry
04-12-2016,10:13:39,2440,Bread
04-12-2016,10:14:25,2440,Bread
04-12-2016,10:14:25,2441,Toast
04-12-2016,10:33:49,2441,Bread
04-12-2016,10:33:49,2442,Medialuna
04-12-2016,10:33:49,2442,Toast
04-12-2016,10:48:04,2443,Coffee
04-12-2016,10:48:04,2444,Scone
04-12-2016,10:48:04,2444,NONE
04-12-2016,10:48:04,2445,Pastry
04-12-2016,10:51:32,2446,Coffee
04-12-2016,10:51:32,2446,Tea
04-12-2016,10:51:32,2447,Muffin
04-12-2016,10:51:32,2447,Muffin
04-12-2016,10:52:25,2448,Coffee
04-12-2016,10:52:25,2448,Toast
04-12-2016,10:54:15,2449,Coffee
04-12-2016,10:54:15,2449,Coffee
04-12-2016,10:54:15,2450,Medialuna
04-12-2016,10:54:15,2450,Pastry
04-12-2016,11:07:33,2450,Bread
04-12-2016,11:07:33,2451,Ella's Kitchen Pouches
04-12-2016,11:24:07,2451,Coffee
04-12-2016,11:24:07,2451,Toast
04-12-2016,11:35:33,2452,Bread
04-12-2016,11:35:33,2452,Medialuna
04-12-2016,11:47:49,2453,Hot chocolate
04-12-2016,11:47:49,2453,Tea
04-12-2016,11:49:23,2454,Bread
04-12-2016,11:49:23,2455,Muffin
04-12-2016,11:53:20,2456,NONE
04-12-2016,11:53:20,2457,Coffee
04-12-2016,11:53:20,2457,Bread
04-12-2016,11:53:20,2458,Coffee
04-12-2016,11:56:26,2458,Farm House
04-12-2016,11:57:49,2458,Coffee
04-12-2016,11:57:49,2459,Coffee
04-12-2016,12:04:19,2459,NONE
04-12-2016,12:04:19,2460,NONE
04-12-2016,12:04:19,2460,Bread
04-12-2016,12:04:19,2461,Alfajores
04-12-2016,12:04:19,2462,Cookies
04-12-2016,12:06:34,2462,Coffee
04-12-2016,12:06:34,2463,Medialuna
04-12-2016,12:06:34,2463,Pastry
04-12-2016,12:06:34,2464,Alfajores
04-12-2016,12:13:06,2464,Bread
04-12-2016,12:13:06,2466,Coffee
04-12-2016,12:31:06,2467,Bread
04-12-2016,12:33:58,2468,Coffee
04-12-2016,12:33:58,2469,Truffles
04-12-2016,12:33:58,2469,NONE
04-12-2016,12:33:58,2470,NONE
04-12-2016,12:35:48,2470,Coffee
04-12-2016,12:35:48,2471,Fudge
04-12-2016,12:35:48,2471,Fudge
04-12-2016,12:35:48,2472,Bread
04-12-2016,12:40:19,2472,Bread
04-12-2016,12:46:15,2473,Coffee
04-12-2016,12:46:15,2474,Bread
04-12-2016,12:47:59,2474,Bread
04-12-2016,13:11:13,2475,Coffee
04-12-2016,13:11:13,2475,Medialuna
04-12-2016,13:11:13,2476,Crepes
04-12-2016,13:11:13,2477,Alfajores
04-12-2016,13:14:33,2477,Coffee
04-12-2016,13:14:33,2477,Coffee
04-12-2016,13:14:33,2477,NONE
04-12-2016,13:14:33,2478,Cake
04-12-2016,13:15:56,2478,Bread
04-12-2016,13:15:56,2478,Coffee
04-12-2016,13:15:56,2479,Cake
04-12-2016,13:15:56,2481,Cookies
04-12-2016,13:18:31,2481,Coffee
04-12-2016,13:21:06,2482,Bread
04-12-2016,13:50:59,2486,Farm House
04-12-2016,13:58:32,2486,Bread
04-12-2016,14:03:46,2486,Coffee
04-12-2016,14:03:46,2487,Medialuna
04-12-2016,14:07:44,2487,Hot chocolate
04-12-2016,14:07:44,2487,Tea
04-12-2016,14:07:44,2488,Coffee
04-12-2016,14:07:44,2488,Coffee
04-12-2016,14:07:44,2489,Cake
04-12-2016,14:12:54,2489,Tea
04-12-2016,14:12:54,2490,Hot chocolate
04-12-2016,14:12:54,2491,Truffles
04-12-2016,14:16:55,2492,Hot chocolate
04-12-2016,14:16:55,2492,Hot chocolate
04-12-2016,14:16:55,2492,Hot chocolate
04-12-2016,14:27:31,2492,Coffee
04-12-2016,14:27:31,2492,Coffee
04-12-2016,14:27:31,2493,Coffee
04-12-2016,14:27:31,2493,NONE
04-12-2016,14:27:31,2493,Sandwich
04-12-2016,14:27:31,2493,Crepes
04-12-2016,14:32:26,2493,Bread
04-12-2016,14:32:26,2493,Crepes
04-12-2016,14:40:52,2494,Bread
04-12-2016,14:40:52,2495,Muffin
04-12-2016,14:40:52,2495,Cake
04-12-2016,14:40:52,2495,Coffee
04-12-2016,14:40:52,2496,Medialuna
04-12-2016,14:41:27,2496,Coffee
04-12-2016,14:46:44,2497,Bread
04-12-2016,14:46:44,2498,Coffee
04-12-2016,14:46:44,2498,Cookies
04-12-2016,14:50:25,2498,Medialuna
04-12-2016,14:50:25,2499,Crepes
04-12-2016,14:52:49,2499,Muffin
04-12-2016,14:54:51,2500,Medialuna
04-12-2016,14:54:51,2500,Tea
04-12-2016,15:02:11,2501,Pastry
04-12-2016,15:41:11,2502,Tea
04-12-2016,15:46:13,2503,Coffee
04-12-2016,15:46:13,2503,Scone
04-12-2016,15:46:13,2504,Coffee
04-12-2016,16:12:14,2504,Bread
04-12-2016,16:12:14,2505,Coffee
04-12-2016,16:12:14,2506,Coffee
04-12-2016,16:12:14,2507,Coffee
04-12-2016,16:15:01,2508,Truffles
04-12-2016,16:15:01,2508,Tea
04-12-2016,16:19:11,2509,Cookies
04-12-2016,16:19:11,2510,Cookies
05-12-2016,08:25:55,2511,Coffee
05-12-2016,08:35:23,2511,Bread
05-12-2016,08:36:11,2512,Coffee
05-12-2016,08:36:11,2512,Bread
05-12-2016,08:36:11,2512,Toast
05-12-2016,08:36:11,2513,Pastry
05-12-2016,09:04:44,2513,Coffee
05-12-2016,09:04:44,2514,NONE
05-12-2016,09:09:17,2514,Muffin
05-12-2016,09:19:19,2515,Bread
05-12-2016,09:20:45,2515,Farm House
05-12-2016,09:22:08,2515,Coffee
05-12-2016,09:22:08,2516,NONE
05-12-2016,09:24:21,2517,Bread
05-12-2016,09:25:24,2517,Bread
05-12-2016,09:28:53,2518,Tea
05-12-2016,09:28:53,2518,Coffee
05-12-2016,09:28:53,2518,Pastry
05-12-2016,09:28:53,2519,Alfajores
05-12-2016,09:33:12,2519,Coffee
05-12-2016,09:33:12,2519,Coffee
05-12-2016,09:33:12,2519,Toast
05-12-2016,09:33:12,2519,Medialuna
05-12-2016,09:33:58,2520,Coffee
05-12-2016,09:42:43,2521,Juice
05-12-2016,09:42:43,2521,Tea
05-12-2016,09:42:43,2522,Bread
05-12-2016,09:42:43,2522,Medialuna
05-12-2016,09:45:14,2522,Medialuna
05-12-2016,09:45:14,2522,Coffee
05-12-2016,09:45:14,2523,Toast
05-12-2016,09:46:18,2523,Pastry
05-12-2016,09:46:18,2524,Tea
05-12-2016,09:51:34,2524,Farm House
05-12-2016,10:07:40,2525,Coffee
05-12-2016,10:07:40,2526,Coffee
05-12-2016,10:14:02,2526,Coffee
05-12-2016,10:40:23,2527,Coffee
05-12-2016,10:40:23,2527,Coffee
05-12-2016,10:40:23,2527,Muffin
05-12-2016,10:41:51,2527,Coffee
05-12-2016,10:42:31,2527,Coffee
05-12-2016,10:42:31,2527,Muffin
05-12-2016,10:52:01,2528,Coffee
05-12-2016,10:52:01,2529,Sandwich
05-12-2016,10:56:44,2530,Dulce de Leche
05-12-2016,10:56:44,2530,Bread
05-12-2016,10:56:44,2530,Coffee
05-12-2016,10:56:44,2531,Pastry
05-12-2016,10:56:44,2532,Bread
05-12-2016,10:58:46,2532,Jam
05-12-2016,11:04:23,2532,Coffee
05-12-2016,11:04:23,2532,Coffee
05-12-2016,11:04:23,2533,Medialuna
05-12-2016,11:09:34,2533,Cookies
05-12-2016,11:09:34,2534,Coffee
05-12-2016,11:09:34,2535,Pastry
05-12-2016,12:14:03,2535,Farm House
05-12-2016,12:26:57,2536,Coffee
05-12-2016,12:33:52,2536,Coffee
05-12-2016,12:47:15,2537,NONE
05-12-2016,12:47:15,2537,NONE
05-12-2016,12:51:42,2537,Bread
05-12-2016,12:51:42,2538,Pastry
05-12-2016,12:56:06,2538,Juice
05-12-2016,12:56:06,2539,Sandwich
05-12-2016,12:58:48,2539,Coffee
05-12-2016,12:58:48,2540,Coffee
05-12-2016,12:58:48,2540,Alfajores
05-12-2016,13:11:30,2540,Coffee
05-12-2016,13:11:30,2541,Sandwich
05-12-2016,13:30:27,2541,Bread
05-12-2016,13:31:30,2543,Bread
05-12-2016,13:40:52,2543,Bread
05-12-2016,13:40:52,2545,Tea
05-12-2016,13:40:52,2545,Medialuna
05-12-2016,13:46:47,2545,Coffee
05-12-2016,13:46:47,2545,Muffin
05-12-2016,13:50:44,2546,Cake
05-12-2016,13:50:44,2547,Tea
05-12-2016,13:52:34,2547,Cookies
05-12-2016,13:52:34,2547,Coffee
05-12-2016,14:04:32,2547,Hearty & Seasonal
05-12-2016,14:04:32,2548,Coke
05-12-2016,14:12:21,2548,Coffee
05-12-2016,14:12:21,2549,Coffee
05-12-2016,14:12:21,2549,Muffin
05-12-2016,14:12:21,2550,Sandwich
05-12-2016,14:15:37,2550,Alfajores
05-12-2016,14:30:28,2551,Alfajores
05-12-2016,14:39:46,2551,Sandwich
05-12-2016,14:39:46,2552,Coffee
05-12-2016,14:43:20,2552,Hot chocolate
05-12-2016,14:43:20,2552,Coffee
05-12-2016,14:43:20,2552,Muffin
05-12-2016,14:43:20,2552,Sandwich
05-12-2016,14:48:51,2552,Muffin
05-12-2016,15:00:58,2552,Coffee
05-12-2016,15:00:58,2553,Tea
05-12-2016,15:00:58,2554,Bread
05-12-2016,15:01:39,2554,Coffee
05-12-2016,15:13:04,2554,Bread
05-12-2016,15:13:04,2555,Medialuna
05-12-2016,15:13:04,2555,Cookies
05-12-2016,15:13:04,2555,Tea
05-12-2016,15:27:04,2555,Coffee
05-12-2016,15:45:32,2556,Coffee
05-12-2016,15:45:32,2556,Bread
05-12-2016,15:45:32,2556,Coffee
05-12-2016,16:23:40,2556,Alfajores
05-12-2016,16:23:40,2557,Alfajores
05-12-2016,16:23:40,2558,Coffee
05-12-2016,16:23:40,2559,Sandwich
05-12-2016,16:23:40,2559,Sandwich
05-12-2016,16:23:40,2560,Bread
05-12-2016,16:53:44,2561,Coffee
05-12-2016,16:53:44,2561,Coffee
05-12-2016,16:53:44,2562,Bread
05-12-2016,16:53:44,2563,Cookies
05-12-2016,16:53:44,2563,Medialuna
05-12-2016,16:53:44,2564,Coffee
06-12-2016,08:11:46,2564,Coffee
06-12-2016,08:11:46,2564,Cookies
06-12-2016,08:26:54,2564,Farm House
06-12-2016,08:58:58,2565,Coffee
06-12-2016,09:20:17,2566,Coke
06-12-2016,09:26:06,2566,Coffee
06-12-2016,09:26:06,2567,Bread
06-12-2016,09:27:18,2568,Pastry
06-12-2016,09:27:18,2569,Bread
06-12-2016,09:48:09,2569,Coffee
06-12-2016,09:50:30,2569,Hot chocolate
06-12-2016,09:50:30,2569,Alfajores
06-12-2016,09:50:30,2570,Bread
06-12-2016,09:50:30,2570,Muffin
06-12-2016,09:51:10,2570,Coffee
06-12-2016,09:51:38,2571,Bread
06-12-2016,09:52:37,2571,Coffee
06-12-2016,09:52:37,2571,Coffee
06-12-2016,09:53:52,2572,Coffee
06-12-2016,09:53:52,2572,Coffee
06-12-2016,09:53:52,2573,Medialuna
06-12-2016,09:54:45,2573,Coffee
06-12-2016,09:54:45,2573,NONE
06-12-2016,10:15:01,2574,Pastry
06-12-2016,10:15:01,2575,Medialuna
06-12-2016,10:15:01,2575,Bread
06-12-2016,10:18:59,2575,Muffin
06-12-2016,10:18:59,2576,Coffee
06-12-2016,10:18:59,2576,Coffee
06-12-2016,10:25:37,2577,Bread
06-12-2016,10:28:26,2577,Bread
06-12-2016,10:30:22,2578,Bread
06-12-2016,10:30:22,2579,Coffee
06-12-2016,10:45:44,2579,Bread
06-12-2016,10:45:44,2580,Tea
06-12-2016,10:49:29,2580,Bread
06-12-2016,10:49:29,2581,Cookies
06-12-2016,10:49:29,2581,Muffin
06-12-2016,10:52:24,2581,Tea
06-12-2016,10:52:24,2582,Coffee
06-12-2016,10:54:51,2582,Medialuna
06-12-2016,10:54:51,2582,Pastry
06-12-2016,10:54:51,2582,Bread
06-12-2016,10:55:48,2583,Coffee
06-12-2016,10:55:48,2583,Alfajores
06-12-2016,10:57:54,2583,Toast
06-12-2016,10:59:09,2583,Coffee
06-12-2016,11:03:20,2584,Tea
06-12-2016,11:07:06,2584,Hot chocolate
06-12-2016,11:07:06,2585,Medialuna
06-12-2016,11:07:30,2585,Coffee
06-12-2016,11:07:30,2585,Pastry
06-12-2016,11:08:19,2585,Coffee
06-12-2016,11:21:40,2586,Cake
06-12-2016,11:21:40,2586,Bread
06-12-2016,11:23:27,2587,Cake
06-12-2016,11:23:27,2587,Coffee
06-12-2016,11:45:33,2588,Coffee
06-12-2016,11:45:33,2588,Hot chocolate
06-12-2016,11:45:33,2589,Pastry
06-12-2016,12:02:51,2589,NONE
06-12-2016,12:02:51,2590,Tea
06-12-2016,12:07:33,2590,Bread
06-12-2016,12:11:28,2591,NONE
06-12-2016,12:11:28,2591,Tea
06-12-2016,12:24:06,2591,Bread
06-12-2016,12:24:06,2591,Farm House
06-12-2016,12:24:44,2592,Coffee
06-12-2016,12:35:33,2593,Bread
06-12-2016,12:39:43,2593,Bread
06-12-2016,12:39:43,2594,NONE
06-12-2016,12:44:06,2594,Bread
06-12-2016,12:44:06,2594,Cookies
06-12-2016,12:47:13,2594,Coffee
06-12-2016,12:47:13,2594,Bread
06-12-2016,12:50:14,2595,Cookies
06-12-2016,12:50:14,2595,Coffee
06-12-2016,13:02:34,2595,Farm House
06-12-2016,13:12:31,2595,Bread
06-12-2016,13:14:28,2596,Coffee
06-12-2016,13:16:31,2596,Coffee
06-12-2016,13:16:31,2597,Tea
06-12-2016,13:16:31,2598,Sandwich
06-12-2016,13:16:31,2598,Muffin
06-12-2016,13:22:06,2598,Coffee
06-12-2016,13:22:06,2598,Bread
06-12-2016,13:22:06,2599,Cake
06-12-2016,13:36:54,2599,NONE
06-12-2016,13:36:54,2599,Bread
06-12-2016,14:01:12,2599,NONE
06-12-2016,14:01:12,2600,Tea
06-12-2016,14:02:32,2601,Tea
06-12-2016,14:02:32,2601,Coffee
06-12-2016,14:10:33,2602,Coffee
06-12-2016,14:29:07,2603,Sandwich
06-12-2016,14:29:07,2603,Tea
